#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=sy,,,
#,,,
date,country,users,frac
3/15/19,sy,13,66
3/16/19,sy,13,67
3/17/19,sy,18,66
3/18/19,sy,21,65
3/19/19,sy,21,65
3/20/19,sy,19,64
3/21/19,sy,20,63
3/22/19,sy,21,66
3/23/19,sy,23,65
3/24/19,sy,27,64
3/25/19,sy,24,64
3/26/19,sy,28,61
3/27/19,sy,30,64
3/28/19,sy,27,63
3/29/19,sy,28,63
3/30/19,sy,29,63
3/31/19,sy,31,63
4/1/19,sy,33,63
4/2/19,sy,29,63
4/3/19,sy,26,61
4/4/19,sy,25,59
4/5/19,sy,26,62
4/6/19,sy,24,59
4/7/19,sy,19,53
4/8/19,sy,22,60
4/9/19,sy,22,60
4/10/19,sy,26,62
4/11/19,sy,26,57
4/12/19,sy,24,59
4/13/19,sy,28,60
4/14/19,sy,30,58
4/15/19,sy,31,61
4/16/19,sy,25,57
4/17/19,sy,19,61
4/18/19,sy,20,61
4/19/19,sy,26,61
4/20/19,sy,25,61
4/21/19,sy,27,61
4/22/19,sy,30,59
4/23/19,sy,40,51
4/24/19,sy,36,60
4/25/19,sy,26,60
4/26/19,sy,22,55
4/27/19,sy,21,49
4/28/19,sy,31,57
4/29/19,sy,30,55
4/30/19,sy,31,58
5/1/19,sy,36,55
5/2/19,sy,32,52
5/3/19,sy,25,49
5/4/19,sy,33,56
5/5/19,sy,17,60
5/6/19,sy,19,61
5/7/19,sy,18,56
5/8/19,sy,19,45
5/9/19,sy,30,51
5/10/19,sy,23,51
5/11/19,sy,20,52
5/12/19,sy,18,51
5/13/19,sy,28,53
5/14/19,sy,34,58
5/15/19,sy,27,54
5/16/19,sy,28,58
5/17/19,sy,25,59
5/18/19,sy,22,58
5/19/19,sy,27,59
5/20/19,sy,23,59
5/21/19,sy,18,56
5/22/19,sy,23,57
5/23/19,sy,26,57
5/24/19,sy,26,58
5/25/19,sy,31,59
5/26/19,sy,31,58
5/27/19,sy,26,55
5/28/19,sy,18,49
5/29/19,sy,31,59
5/30/19,sy,33,60
5/31/19,sy,35,54
6/1/19,sy,33,54
6/2/19,sy,32,55
6/3/19,sy,29,64
6/4/19,sy,34,66
6/5/19,sy,34,65
6/6/19,sy,29,64
6/7/19,sy,32,62
6/8/19,sy,26,63
6/9/19,sy,25,62
6/10/19,sy,35,61
6/11/19,sy,32,61
6/12/19,sy,35,61
6/13/19,sy,37,61
6/14/19,sy,35,61
6/15/19,sy,34,60
6/16/19,sy,34,59
6/17/19,sy,29,64
6/18/19,sy,32,64
6/19/19,sy,27,65
6/20/19,sy,27,66
6/21/19,sy,30,56
6/22/19,sy,33,61
6/23/19,sy,31,60
6/24/19,sy,26,68
6/25/19,sy,28,68
6/26/19,sy,33,65
6/27/19,sy,31,59
6/28/19,sy,24,62
6/29/19,sy,22,63
6/30/19,sy,18,59
7/1/19,sy,20,53
7/2/19,sy,34,61
7/3/19,sy,28,67
7/4/19,sy,23,65
7/5/19,sy,27,66
7/6/19,sy,23,64
7/7/19,sy,21,69
7/8/19,sy,21,68
7/9/19,sy,23,68
7/10/19,sy,25,70
7/11/19,sy,24,69
7/12/19,sy,25,68
7/13/19,sy,27,68
7/14/19,sy,33,68
7/15/19,sy,30,69
7/16/19,sy,38,69
7/17/19,sy,38,70
7/18/19,sy,31,67
7/19/19,sy,28,68
7/20/19,sy,28,69
7/21/19,sy,26,71
7/22/19,sy,26,70
7/23/19,sy,17,62
7/24/19,sy,21,75
7/25/19,sy,18,76
7/26/19,sy,21,71
7/27/19,sy,15,62
7/28/19,sy,21,75
7/29/19,sy,24,76
7/30/19,sy,26,73
7/31/19,sy,27,74
8/1/19,sy,26,74
8/2/19,sy,34,75
8/3/19,sy,41,78
8/4/19,sy,26,79
8/5/19,sy,22,77
8/6/19,sy,21,79
8/7/19,sy,21,78
8/8/19,sy,27,79
8/9/19,sy,32,79
8/10/19,sy,37,77
8/11/19,sy,38,78
8/12/19,sy,38,79
8/13/19,sy,34,79
8/14/19,sy,22,78
8/15/19,sy,21,77
8/16/19,sy,21,78
8/17/19,sy,20,78
8/18/19,sy,23,78
8/19/19,sy,22,77
8/20/19,sy,21,77
8/21/19,sy,23,78
8/22/19,sy,23,77
8/23/19,sy,23,78
8/24/19,sy,16,79
8/25/19,sy,16,73
8/26/19,sy,17,64
8/27/19,sy,23,74
8/28/19,sy,28,70
8/29/19,sy,24,78
8/30/19,sy,22,73
8/31/19,sy,33,70
9/1/19,sy,41,66
9/2/19,sy,33,65
9/3/19,sy,26,66
9/4/19,sy,26,68
9/5/19,sy,22,67
9/6/19,sy,20,67
9/7/19,sy,20,71
9/8/19,sy,13,73
9/9/19,sy,22,76
9/10/19,sy,30,71
9/11/19,sy,35,71
9/12/19,sy,28,70
9/13/19,sy,28,70
9/14/19,sy,31,65
9/15/19,sy,33,66
9/16/19,sy,27,70
9/17/19,sy,31,65
9/18/19,sy,32,61
9/19/19,sy,28,56
9/20/19,sy,32,60
9/21/19,sy,35,57
9/22/19,sy,31,64
