#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=eg,,,
#,,,
date,country,users,frac
5/17/19,eg,853,59
5/18/19,eg,851,58
5/19/19,eg,896,59
5/20/19,eg,932,59
5/21/19,eg,927,56
5/22/19,eg,903,57
5/23/19,eg,898,57
5/24/19,eg,851,58
5/25/19,eg,904,59
5/26/19,eg,977,58
5/27/19,eg,993,55
5/28/19,eg,1035,49
5/29/19,eg,881,59
5/30/19,eg,825,60
5/31/19,eg,854,54
6/1/19,eg,846,54
6/2/19,eg,880,55
6/3/19,eg,753,64
6/4/19,eg,733,66
6/5/19,eg,718,65
6/6/19,eg,703,64
6/7/19,eg,725,62
6/8/19,eg,753,63
6/9/19,eg,829,62
6/10/19,eg,800,61
6/11/19,eg,820,61
6/12/19,eg,820,61
6/13/19,eg,790,61
6/14/19,eg,712,61
6/15/19,eg,729,60
6/16/19,eg,775,59
6/17/19,eg,736,64
6/18/19,eg,703,64
6/19/19,eg,710,65
6/20/19,eg,675,66
6/21/19,eg,696,56
6/22/19,eg,703,61
6/23/19,eg,755,60
6/24/19,eg,746,68
6/25/19,eg,738,68
6/26/19,eg,726,65
6/27/19,eg,757,59
6/28/19,eg,740,62
6/29/19,eg,805,63
6/30/19,eg,773,59
7/1/19,eg,776,53
7/2/19,eg,771,61
7/3/19,eg,737,67
7/4/19,eg,746,65
7/5/19,eg,735,66
7/6/19,eg,739,64
7/7/19,eg,729,69
7/8/19,eg,746,68
7/9/19,eg,812,68
7/10/19,eg,1119,70
7/11/19,eg,1325,69
7/12/19,eg,998,68
7/13/19,eg,936,68
7/14/19,eg,913,68
7/15/19,eg,868,69
7/16/19,eg,786,69
7/17/19,eg,739,70
7/18/19,eg,757,67
7/19/19,eg,691,68
7/20/19,eg,686,69
7/21/19,eg,661,71
7/22/19,eg,715,70
7/23/19,eg,714,62
7/24/19,eg,656,75
7/25/19,eg,612,76
7/26/19,eg,593,71
7/27/19,eg,592,62
7/28/19,eg,586,75
7/29/19,eg,647,76
7/30/19,eg,611,73
7/31/19,eg,593,74
8/1/19,eg,504,74
8/2/19,eg,471,75
8/3/19,eg,501,78
8/4/19,eg,505,79
8/5/19,eg,520,77
8/6/19,eg,532,79
8/7/19,eg,507,78
8/8/19,eg,497,79
8/9/19,eg,429,79
8/10/19,eg,425,77
8/11/19,eg,434,78
8/12/19,eg,432,79
8/13/19,eg,420,79
8/14/19,eg,421,78
8/15/19,eg,434,77
8/16/19,eg,429,78
8/17/19,eg,438,78
8/18/19,eg,475,78
8/19/19,eg,476,77
8/20/19,eg,473,77
8/21/19,eg,486,78
8/22/19,eg,469,77
8/23/19,eg,427,78
8/24/19,eg,439,79
8/25/19,eg,493,73
8/26/19,eg,525,64
8/27/19,eg,462,74
8/28/19,eg,443,70
8/29/19,eg,438,78
8/30/19,eg,414,73
8/31/19,eg,487,70
9/1/19,eg,502,66
9/2/19,eg,499,65
9/3/19,eg,482,66
9/4/19,eg,485,68
9/5/19,eg,451,67
9/6/19,eg,408,67
9/7/19,eg,402,71
9/8/19,eg,421,73
9/9/19,eg,429,76
9/10/19,eg,448,71
9/11/19,eg,450,71
9/12/19,eg,416,70
9/13/19,eg,390,70
9/14/19,eg,438,65
9/15/19,eg,469,66
9/16/19,eg,422,70
9/17/19,eg,482,65
9/18/19,eg,540,61
9/19/19,eg,558,56
9/20/19,eg,526,60
9/21/19,eg,631,57
9/22/19,eg,603,64
9/23/19,eg,761,67
9/24/19,eg,925,62
9/25/19,eg,946,59
9/26/19,eg,1030,65
9/27/19,eg,932,69
9/28/19,eg,849,68
9/29/19,eg,770,67
9/30/19,eg,772,71
10/1/19,eg,706,71
10/2/19,eg,699,70
10/3/19,eg,696,60
10/4/19,eg,619,67
10/5/19,eg,654,67
10/6/19,eg,630,66
10/7/19,eg,687,66
10/8/19,eg,741,68
10/9/19,eg,799,66
10/10/19,eg,749,67
10/11/19,eg,644,68
10/12/19,eg,673,68
10/13/19,eg,675,70
10/14/19,eg,659,71
10/15/19,eg,676,71
10/16/19,eg,659,73
10/17/19,eg,618,70
10/18/19,eg,568,70
10/19/19,eg,576,72
10/20/19,eg,790,63
10/21/19,eg,821,65
10/22/19,eg,813,66
10/23/19,eg,843,65
10/24/19,eg,799,65
10/25/19,eg,647,63
10/26/19,eg,687,63
10/27/19,eg,744,66
10/28/19,eg,774,69
10/29/19,eg,745,66
10/30/19,eg,747,64
10/31/19,eg,839,61
11/1/19,eg,712,61
11/2/19,eg,715,61
11/3/19,eg,783,59
11/4/19,eg,815,57
11/5/19,eg,756,60
11/6/19,eg,788,58
