#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=jo,,,
#,,,
date,country,users,frac
7/6/18,jo,80,11
7/20/18,jo,36,100
7/21/18,jo,51,78
7/22/18,jo,61,78
7/23/18,jo,69,81
7/24/18,jo,70,81
7/25/18,jo,69,81
7/26/18,jo,62,83
7/27/18,jo,57,79
7/28/18,jo,59,78
7/29/18,jo,70,77
7/30/18,jo,67,78
7/31/18,jo,65,79
8/1/18,jo,60,82
8/2/18,jo,72,75
8/3/18,jo,64,80
8/4/18,jo,58,82
8/5/18,jo,60,79
8/6/18,jo,57,71
8/7/18,jo,61,75
8/8/18,jo,60,74
8/9/18,jo,62,74
8/10/18,jo,60,71
8/11/18,jo,63,75
8/12/18,jo,66,75
8/13/18,jo,64,72
8/14/18,jo,60,82
8/15/18,jo,50,82
8/16/18,jo,51,83
8/17/18,jo,48,82
8/18/18,jo,59,82
8/19/18,jo,54,82
8/20/18,jo,55,82
8/21/18,jo,49,82
8/22/18,jo,46,83
8/23/18,jo,47,82
8/24/18,jo,51,81
8/25/18,jo,58,81
8/26/18,jo,66,80
8/27/18,jo,64,80
8/28/18,jo,67,81
8/29/18,jo,63,81
8/30/18,jo,57,80
8/31/18,jo,51,80
9/1/18,jo,53,74
9/2/18,jo,64,71
9/3/18,jo,65,76
9/4/18,jo,62,77
9/5/18,jo,65,78
9/6/18,jo,58,80
9/7/18,jo,52,77
9/8/18,jo,56,60
9/9/18,jo,56,75
9/10/18,jo,64,69
9/11/18,jo,79,58
9/12/18,jo,65,56
9/13/18,jo,62,61
9/14/18,jo,61,66
9/15/18,jo,63,54
9/16/18,jo,85,47
9/17/18,jo,81,47
9/18/18,jo,82,47
9/19/18,jo,88,50
9/20/18,jo,77,65
9/21/18,jo,77,58
9/22/18,jo,75,66
9/23/18,jo,76,65
9/24/18,jo,81,66
9/25/18,jo,74,65
9/26/18,jo,69,70
9/27/18,jo,71,67
9/28/18,jo,62,69
9/29/18,jo,72,70
9/30/18,jo,65,50
10/1/18,jo,68,62
10/2/18,jo,73,70
10/3/18,jo,61,74
10/4/18,jo,73,74
